gvkey,datadate,iid,tic,cusip,conm,tpci,cik
015855,31/1/05,01,GEN,668771108,GEN DIGITAL INC,0,0000849399
015857,31/1/05,01,3XSCIE,983915109,XSIRIUS SUPERCONDUCT  -CL A,0,0000845753
015858,31/1/05,01,ADVT.,00755M603,ADVANTAGE LIFE PRODUCTS,0,0000824840
015859,31/1/05,01,CSLR.1,210446308,CONSULIER ENGINEERING INC,0,0000846718
015889,31/1/05,90,ANZGY,03736N104,ANZ GROUP HOLDINGS LIMITED,F,0001947559
015929,31/1/05,90,LYG,539439109,LLOYDS BANKING GROUP PLC,F,0001160106
016163,31/1/05,01,TGPAF,87854J201,TECHNIGEN CORP  -CL A,0,
016188,31/1/05,01,CGNX,192422103,COGNEX CORP,0,0000851205
016222,31/1/05,01,8367B,030700108,AMERIFIRST BANK,0,
016227,31/1/05,01,CFB.2,201647104,COMMERCIAL FEDERAL CORP,0,0000744778
016234,31/1/05,01,HWRD,442765103,HOWARD SAVINGS BANK,0,
016235,31/1/05,01,MSVP,590007100,MERITOR SAVINGS BANK,0,
016243,31/1/05,01,WAMUQ,939322103,WASHINGTON MUTUAL INC,0,
016245,31/1/05,01,PBCT,712704105,PEOPLE'S UNITED FINL INC,0,0001378946
016267,31/1/05,01,FINMF,T6S996112,LEONARDO SPA,0,0001674928
016284,31/1/05,01,HBTC.1,41162R207,HARBOURTON FINANCIAL CORP,0,0000852220
016305,31/1/05,90,ABSXY,00077C101,ABSA GROUP LTD,F,0001064772
016334,31/1/05,90,JSHL,471122200,JARDINE STRATEGIC LIMITED,F,0000879875
016348,31/1/05,01,IITSF,T55067101,INTESA SANPAOLO SPA,0,0001374384
016383,31/1/05,01,UNBLF,F95094581,UNIBAIL RODAMCO WESTFIELD SE,4,0001453932
016394,31/1/05,01,AMHN,001644103,AM-CH INC,0,0000820757
016395,31/1/05,01,3BALJ,058475302,BALI JEWELRY LTD,0,0000849642
016401,31/1/05,01,CRUS,172755100,CIRRUS LOGIC INC,0,0000772406
016403,31/1/05,91,SNSAY,861565109,STOLT NIELSEN LTD,F,0001458660
016405,31/1/05,01,TELTQ,879698306,TELTRONICS INC,0,0000097052
016423,31/1/05,01,BPO,112900105,BROOKFIELD OFFICE PPTYS INC,0,0001085359
016424,31/1/05,03C,YMG.,983960105,YMG CAPITAL MANAGEMENT INC,0,
016426,31/1/05,01C,ELF.,268575107,E-L FINANCIAL CORP LTD,0,0001697865
016427,31/1/05,01,3DCARE,26153F106,DREAMCAR HOLDINGS INC,0,0000828220
016428,31/1/05,01,FRFHF,303901102,FAIRFAX FINANCIAL HOLDINGS,0,0000915191
016431,31/1/05,01C,GWO.,39138C106,GREAT-WEST LIFECO INC,0,0000850918
016432,31/1/05,01C,LB.,51925D106,LAURENTIAN BANK OF CANADA,0,0002073973
016436,31/1/05,90,CWP,126830207,CABLE & WIRELESS COMM PLC,F,0000854088
016438,31/1/05,01,CNFO,15643J109,CREATIVE GAMING INC,0,0000846614
016441,31/1/05,02,ECHO.1,285562500,ELECTRONIC CLEARING HOUSE,0,0000721773
016445,31/1/05,01,6189B,746782101,PUTNAM HIGH YIELD TRUST,0,0000225777
016447,31/1/05,90,AGESY,00844W208,AGEAS SA/NV,F,0001164381
016453,31/1/05,01,NEOG,640491106,NEOGEN CORP,0,0000711377
016454,31/1/05,01,LECH,523238103,LECHTERS INC,0,0000798186
016455,31/1/05,02,ENPC.1,29265C201,ENERCAP CORP,0,0000313419
016456,31/1/05,02,HNGR,41043F208,HANGER INC,0,0000722723
016462,31/1/05,01,3ISTVE,457986107,INSIGHT ENTERTAINMENT CORP,0,
016470,31/1/05,02,3JANXE,470883109,JANEX INTERNATIONAL INC,0,0000800454
016474,31/1/05,01C,PJC.A,47215Q104,JEAN COUTU GROUP,0,0001412354
016477,31/1/05,01,LEARQ,521865105,LEAR CORP,0,0000842162
016478,31/1/05,01,EOG,26875P101,EOG RESOURCES INC,0,0000821189
016479,31/1/05,01,KPP,484169107,KANEB PIPELINE PARTNRS  -LP,0,0000853890
016480,31/1/05,01,RSPI,761227305,RESPIRERX PHARMACEUTICALS,0,0000849636
016481,31/1/05,01,FRCH,357814102,FRENCHTEX INC,0,0000849805
016483,31/1/05,01,DYOLF,267906105,DYNAMIC OIL & GAS INC,0,0000847535
016484,31/1/05,01,NCA,67062C107,NUVEEN CALIFORNIA MUN VAL FD,7,0000818851
016488,31/1/05,02,ZILA,989513304,ZILA INC,0,0000827156
016490,31/1/05,01,RXAF,74978E102,RX FOR AFRICA INC,0,0000847420
016504,31/1/05,01,APX.2,09254H106,BLACKROCK APEX MUNICIPAL FD,7,0000817998
016531,31/1/05,01,ZIXI,98974P100,ZIX CORP,0,0000855612
016538,31/1/05,90,CPCAY,148906308,CATHAY PACIFIC AIRWAYS LTD,F,0000801135
016560,31/1/05,90,AWCMY,022205108,ALUMINA LTD,F,0000857071
016561,31/1/05,01,SYQH,53000K104,LIAONING SHYN RC INRY CO LTD,0,0000710782
016571,31/1/05,01,AEF,00301W105,ABRDN EMERGING MKT EX-CHN FD,7,0000846676
016572,31/1/05,01,CMK,59318R103,MFS INTERMARKET INCOME TR I,7,0000853770
016576,31/1/05,01,FMI.1,354021107,FRANKLIN MULTI-INCOME TR,7,0000854856
016578,31/1/05,01,HTR,11283U108,BROOKFIELD TOTAL RETURN FUND,7,0000851169
016579,31/1/05,01,MCR,552727109,MFS CHARTER INCOME TR,7,0000851170
016582,31/1/05,01,NTR,67077M108,NUTRIEN LTD,0,0001725964
016585,31/1/05,01,PGM.1,746805100,PUTNAM INVT GRADE MUN TR,7,0000855048
016590,31/1/05,90,HGKGY,739197200,POWER ASSETS HOLDINGS LTD,F,0000946432
016591,31/1/05,90,HOWWY,439555301,HOPEWELL HOLDINGS LTD,F,0000810927
016597,31/1/05,01,LSCC,518415104,LATTICE SEMICONDUCTOR CORP,0,0000855658
016600,31/1/05,01,MATTQ,577140106,MATTHEWS STUDIO EQUIP GROUP,0,0000855575
016603,31/1/05,92,NSRGY,641069406,NESTLE SA/AG,F,0000800921
016609,31/1/05,01,IZML,46575M109,ACCEL INTL CORP,0,0000001985
016610,31/1/05,01,AGPPF,S9122P108,VALTERRA PLATINUM LIMITED,0,0001673520
016620,31/1/05,01,VLFG,919656108,VALLEY FORGE SCIENTIFIC CORP,0,
016621,31/1/05,01,WARFF,Y8800U127,THE WHARF (HOLDINGS) LTD,0,0000901684
016626,31/1/05,01,JALC,006246102,ADAMS JOHN LIFE CORP,0,0000773727
016629,31/1/05,01,ALFA.1,015385107,ALFA CORP,0,0000743532
016637,31/1/05,01,ASBI,023613102,AMERIANA BANCORP,0,0000855574
016641,31/1/05,01,GHI,02364V206,GREYSTONE HSG IMPT INVTS LP,0,0001059142
016642,31/1/05,01,APRO.,02363X104,AMERICA FIRST APT INVESTORS,0,0001175167
016643,31/1/05,01,AMFIQ,023912108,AMCORE FINANCIAL INC,0,0000714756
016650,31/1/05,01,RTI,74973W107,RTI INTL METALS INC,0,0001068717
016665,31/1/05,01,APPB.1,037899101,APPLEBEES INTL INC,0,0000853665
016668,31/1/05,01,AROW,042744102,ARROW FINANCIAL CORP,0,0000717538
016671,31/1/05,01,AAME,048209100,ATLANTIC AMERICAN CORP,0,0000008177
016679,31/1/05,01,GRAN.1,062401104,BANK OF GRANITE CORP,0,0000810689
016681,31/1/05,02,BBX.2,05540P100,BBX CAPITAL CORP -OLD,0,0000921768
016684,31/1/05,01,BKUNQ,06652B103,BANKUNITED FINANCIAL CORP,0,0000894490
016686,31/1/05,01,BVC.1,07262L309,BAY VIEW CAPITAL CORP,0,
016689,31/1/05,01,NBN,66405S100,NORTHEAST BANK,0,0000811831
016698,31/1/05,01,BMTC,117665109,BRYN MAWR BANK CORP,0,0000802681
016705,31/1/05,01,CPF,154760409,CENTRAL PACIFIC FINANCIAL CP,0,0000701347
016710,31/1/05,01,DGII,253798102,DIGI INTERNATIONAL INC,0,0000854775
016714,31/1/05,01,DGICB,257701300,DONEGAL GROUP INC,0,0000800457
016716,31/1/05,01,EMCI,268664109,EMC INSURANCE GROUP INC,0,0000356130
016721,31/1/05,01,EA,285512109,ELECTRONIC ARTS INC,0,0000712515
016727,31/1/05,01,FDLB,315921205,FIDELITY FED BANCORP,0,0000910492
016729,31/1/05,01,MGXX,59741R100,MIDGARDXXI INC,0,0000855109
016747,31/1/05,01,CERG,156772105,CERES GROUP INC,0,0000215403
016748,31/1/05,01,CNBKA,156432106,CENTURY BANCORP INC/MA,0,0000812348
016752,31/1/05,01,FMCO,302509104,FMS FINANCIAL CORP,0,0000839845
016756,31/1/05,01,FFLB,304360100,FAIRFIELD FST BK & TR CO/CT,0,0000789759
016763,31/1/05,01,FSBI,315831107,FIDELITY BANCORP INC/PA,0,0000769207
016769,31/1/05,01,CHZ,170228100,CHITTENDEN CORP,0,0000200138
016775,31/1/05,01,CIA,174740100,CITIZENS INC,0,0000024090
016777,31/1/05,01,FBNC,318910106,FIRST BANCORP/NC,0,0000811589
016778,31/1/05,01,FCTR.1,319439105,FIRST CHARTER CORP,0,0000717306
016781,31/1/05,01,CHCO,177835105,CITY HOLDING CO,0,0000726854
016782,31/1/05,01,CNVLZ,177900107,CITY INVESTING CO LIQ TR,0,0000778171
016784,31/1/05,01,CBH.1,200519106,COMMERCE BANCORP INC/NJ,0,0000715096
016785,31/1/05,01,CEBK,152418109,CENTRAL BANCORP INC/MA,0,0001076394
016790,31/1/05,01,CBU,203607106,COMMUNITY FINANCIAL SYST INC,0,0000723188
016791,31/1/05,01,CMTY,203628102,COMMUNITY BANKS INC,0,0000714710
016797,31/1/05,01,CNSF.1,210520607,CONSUMERS FINANCIAL CORP,0,0000100320
016802,31/1/05,01,CSLI.1,221774102,COTTON STATES LIFE INSURANCE,0,0000025118
016804,31/1/05,01,CRYYQ,225222108,CRAY COMPUTER CORP,0,0000857101
016813,31/1/05,01,ARTL.1,040448201,ARISTOTLE CORP,0,0000790071
016821,31/1/05,01,FBP,318672706,FIRST BANCORP P R,0,0001057706
016824,31/1/05,01,FFKY,32022D108,FIRST FINANCIAL SERVICE CORP,0,0000854395
016829,31/1/05,01,PCLB,722903101,PINNACLE BANCSHARES,0,0001022243
016832,31/1/05,01,GBCI,37637Q105,GLACIER BANCORP INC,0,0000868671
016836,31/1/05,01,FFCH,320239106,FIRST FINANCIAL HOLDINGS-OLD,0,0000787075
016837,31/1/05,01,CVAL,166335109,CHESTER VY BANCORP INC,0,0000854098
016838,31/1/05,01,FFHS,320272107,FIRST FRANKLIN CORP,0,0000742161
016843,31/1/05,01,FINB,32054R108,FIRST INDIANA CORP,0,0000789670
016845,31/1/05,01,FRME,320817109,FIRST MERCHANTS CORP,0,0000712534
016847,31/1/05,01,FMSB,32190E102,FIRST MUTUAL BANCSHARES INC,0,0001098337
016853,31/1/05,01,FOBB,335847208,FST OAK BROOK BANCSHR  -CL A,0,0000717837
016855,31/1/05,01,AABC,00431F105,ACCESS ANYTIME BANCORP INC,0,0001024015
016872,31/1/05,01,FOOT,344905104,FOOTHILL INDPT BANCORP,0,0000718903
016878,31/1/05,01,SGGHU,82670K128,ELAH HOLDINGS INC,4,0000038984
016885,31/1/05,01,HRZB,44041F105,HORIZON FINANCIAL CORP/WA,0,0001002682
016888,31/1/05,01,IFSB,19533Q108,COLOMBO BANK,0,0000846472
016889,31/1/05,01,INDB,453836108,INDEPENDENT BANK CORP/MA,0,0000776901
016890,31/1/05,01,IBCP,453838609,INDEPENDENT BANK CORP/MI,0,0000039311
016896,31/1/05,01,IFCJ,458447109,INTERCHANGE FINL SVCS CP/NJ,0,0000755933
016898,31/1/05,01,LSBX,50215P100,LSB CORP,0,0001143848
016906,31/1/05,01,KENCA,491242202,KENTUCKY CENTRAL LIFE INS CO,0,0000055345
016910,31/1/05,01,NBBC,65080T102,NEWBRIDGE BANCORP,0,0000714530
016924,31/1/05,01,MASB,576152102,MASSBANK CORP,0,0000799166
016926,31/1/05,01,MFLR,578321101,MAYFLOWER BANCORP INC,0,0001381639
016929,31/1/05,01,MBVT,588448100,MERCHANTS BANCSHARES INC/VT,0,0000726517
016936,31/1/05,01,FTERQ,359081106,FRONTIER INSURANCE GROUP INC,0,0000797496
016955,31/1/05,01,HGIC,412824104,HARLEYSVILLE GROUP INC,0,0000792013
016956,31/1/05,01,HNBC,412850109,HARLEYSVILLE NATL CORP/PA,0,0000702902
016957,31/1/05,01,HARL,41284E100,HARLEYSVILLE FINANCIAL CORP,0,0001107160
016967,31/1/05,01,HIFS,433323102,HINGHAM INSTN FOR SAVINGS,0,
016974,31/1/05,01,INCB,454674102,INDIANA COMMUNITY BANCORP,0,0000867493
016981,31/1/05,01,OFG,67103X102,OFG BANCORP,0,0001030469
016985,31/1/05,01,PVSA,701492100,PARKVALE FINANCIAL CORP,0,0000820907
016986,31/1/05,01,PTYA,707874400,PENN TREATY AMERN CORP,0,0000814181
016989,31/1/05,01,PEBK,710577107,PEOPLES BANCORP NC INC,0,0001093672
016991,31/1/05,01,BNK.3,87235A101,TD BANKNORTH INC,0,0001304994
016996,31/1/05,01,PXT.1,G73018106,PXRE GROUP LTD,0,
017016,31/1/05,01,FLAG.1,33832H107,FLAG FINANCIAL CORP,0,0000897509
017030,31/1/05,01,PBKS,743859100,PROVIDENT BANKSHARES CORP,0,0000818969
017035,31/1/05,01,MCY,589400100,MERCURY GENERAL CORP,0,0000064996
017055,31/1/05,01,AJAY,009704404,AJAY SPORTS INC,0,0000854858
017061,31/1/05,01,NYM,629484106,NYMAGIC INC,0,0000847431
017069,31/1/05,01,FCAL.1,319395109,FIRST CALIF FINL GROUP INC,0,0001370291
017070,31/1/05,01,NPBC,637138108,NATIONAL PENN BANCSHARES INC,0,0000700733
017072,31/1/05,01,NSEC,637546102,NATIONAL SEC GROUP INC,0,0000865058
017073,31/1/05,01,NWLI,638517102,NATIONAL WESTERN LIFE GROUP,0,0001635984
017074,31/1/05,01,NAVG,638904102,NAVIGATORS GROUP INC,0,0000793547
017076,31/1/05,01,LSBG,510866106,LAKE SUNAPEE BANK GROUP,0,0000846931
017078,31/1/05,01C,CHU.,15916P105,CHANNEL RESOURCES LTD,0,
017081,31/1/05,01,NMIL,651633109,NEWMIL BANCORP INC,0,0000807524
017095,31/1/05,01,ONB,680033107,OLD NATIONAL BANCORP,0,0000707179
017101,31/1/05,01,IMGN,45253H101,IMMUNOGEN INC,0,0000855654
017102,31/1/05,01,MFV,55274E102,MFS SPECIAL VALUE TRUST,7,0000856128
017103,31/1/05,01,NCP,67062Q106,NUVEEN CAL PERFORM PLUS MUN,7,0000856227
017104,31/1/05,01,NNP,67062R104,NUVEEN N Y PERFORM PLUS MUN,7,0000856226
017105,31/1/05,01,PBCI,697738102,PAMRAPO BANCORP INC,0,0000854071
017106,31/1/05,01,PEBO,709789101,PEOPLES BANCORP INC/OH,0,0000318300
017107,31/1/05,01,3PRCY,742807100,PROCYTE CORP,0,0000856072
017108,31/1/05,01,3RSII,749723201,RSI HOLDINGS INC,0,0000853697
017110,31/1/05,01,SLR,834182107,SOLECTRON CORP,0,0000835541
017115,31/1/05,01,SIGI,816300107,SELECTIVE INS GROUP INC,0,0000230557
017120,31/1/05,01,SIVBQ,78486Q101,SVB FINANCIAL GROUP,0,0000719739
017126,31/1/05,01,DHFT,25264C101,DIAMOND HILL FINL TRENDS FD,7,0000852954
017130,31/1/05,01,SOV,845905108,SANTANDER HOLDINGS USA INC,0,0000811830
017131,31/1/05,01,IHC,453440307,INDEPENDENCE HOLDING CO,0,0000701869
017132,31/1/05,01,WSFS,929328102,WSFS FINANCIAL CORP,0,0000828944
017136,31/1/05,01,SCNB,864739107,SUFFOLK BANCORP,0,0000754673
017142,31/1/05,01,RBNC.1,760282103,REPUBLIC BANCORP INC,0,0000813808
017145,31/1/05,01,WAFD,938824109,WAFD INC,0,0000936528
017148,31/1/05,01,WSB,92934C101,WSB HOLDINGS INC,0,0001415022
017150,31/1/05,01,WBS,947890109,WEBSTER FINANCIAL CORP,0,0000801337
017151,31/1/05,01,WSBC,950810101,WESBANCO INC,0,0000203596
017152,31/1/05,01,3SWST,86789K101,SUNWEST BANK,0,0000352187
017157,31/1/05,01,WHCI,929251874,W HOLDING CO INC,0,0001084887
017160,31/1/05,01,CORSQ,220873103,CORUS BANKSHARES INC,0,0000051939
017168,31/1/05,01,RBPAA,780081105,ROYAL BANCSHARES/PA  -CL A,0,0000922487
017171,31/1/05,01,ZSEV,988789103,Z-SEVEN FUND INC,7,0000730476
017173,31/1/05,01,ACNB,000868109,ACNB CORP,0,0000715579
017180,31/1/05,01,SNFCA,814785309,SECURITY NATL FINL CP  -CL A,0,0000318673
017184,31/1/05,01,SBCF,811707801,SEACOAST BANKING CORP/FL,0,0000730708
017195,31/1/05,01,FFBC,320209109,FIRST FINL BANCORP INC/OH,0,0000708955
017196,31/1/05,01,UVIC,904907201,UNILENS VISION INC,0,0000852564
017197,31/1/05,01,ACF,03060R101,GENERAL MOTORS FINL CO INC,0,0000804269
017198,31/1/05,01,FNCMQ,317922409,FINET.COM INC,0,0000852450
017199,31/1/05,01,BLFS,09062W204,BIOLIFE SOLUTIONS INC,0,0000834365
017200,31/1/05,01,DSM,09662E109,BNY MELLON STRG MNPL BD FD,7,0000855887
017201,31/1/05,01,3TALWE,872163100,TAL WIRELESS NETWORKS INC,0,0000934924
017202,31/1/05,01,GEHL,368483103,GEHL CO,0,0000856386
017204,31/1/05,01,VIG.1,920915105,VAN KAMPEN INVT GRADE MUN TR,7,0000849135
017208,31/1/05,01,AANB,003390101,ABIGAIL ADAMS NATL BANCORP,0,0000356809
017221,31/1/05,01,3NVNW,670099100,NOVO NETWORKS INC,0,
017222,31/1/05,01,ADKT,007014103,ADIRONDACK TRUST CO,0,0001054257
017225,31/1/05,90,TKS.1,890030208,PINAFORE HOLDINGS BV,F,0000838877
017233,31/1/05,01,SUSQ,869099101,SUSQUEHANNA BANCSHARES INC,0,0000700863
017238,31/1/05,02,IMDI,45837U206,INTERACTIVE MEDIA TECH,0,
017239,31/1/05,02,KND,494580103,KINDRED HEALTHCARE INC,0,0001060009
017240,31/1/05,01,TMP,890110109,TOMPKINS FINANCIAL CORP,0,0001005817
017243,31/1/05,01,TWKGQ,G9032C109,TRENWICK GROUP LTD,0,0001122211
017245,31/1/05,01,TRST,898349204,TRUSTCO BANK CORP/NY,0,0000357301
017248,31/1/05,01,UBSI,909907107,UNITED BANKSHARES INC/WV,0,0000729986
017252,31/1/05,01,UFCS,910340108,UNITED FIRE GROUP INC,0,0000101199
017254,31/1/05,01,UCI.1,902737105,HEALTHMARKETS INC,0,0000773660
017255,31/1/05,01,UBMT,909919102,UNITED FINANCIAL CORP/MN,0,0001011309
017266,31/1/05,01,UAM,91338E101,UNIVERSAL AMERICAN CORP,0,0001514128
017269,31/1/05,01,ASRV,03074A102,AMERISERV FINANCIAL INC/PA,0,0000707605
017280,31/1/05,01,FUND,85208J109,SPROTT FOCUS TRUST INC,7,0000825202
017286,31/1/05,02,IBDI,458404100,INTERACTIVE BRAND DEV INC,0,0000842927
017318,31/1/05,01,WAIN,930705108,WAINWRIGHT BANK & TRUST CO,0,
017332,31/1/05,02,THRA,88342Q203,CHESTER HOLDINGS LTD,0,0000841054
017337,31/1/05,01,ARINA,040408106,ARISTA INVESTORS CORP,0,0000799902
017341,31/1/05,01,ARTNB,043113109,ARTESIAN RESOURCES  -CL A,0,0000863110
017366,31/1/05,01,AVMC.1,053728101,AVINCI MEDIA CORP,0,0000842695
017367,31/1/05,01,AMNB,027745108,AMERICAN NATL BANKSHARES,0,0000741516
017388,31/1/05,01,BYLK,072788102,BAYLAKE CORP,0,0000275119
017401,31/1/05,02,AMAG.2,04530J307,ASPEN MARINE GROUP INC,0,0000841073
017404,31/1/05,02,ASBFF,G05600138,ASSOCIATED BRITISH FOODS PLC,0,0001446443
017405,31/1/05,01,BTHS,082641101,BENTHOS INC,0,0000011390
017418,31/1/05,01,AGIA,046831400,ATHANOR GROUP INC,0,0000278314
017420,31/1/05,91,ATLKY,049255706,ATLAS COPCO AB (PUBL),F,0000748954
017430,31/1/05,01,AVOA,053843207,AVOCA INC,0,0000316537
017436,31/1/05,90,BASFY,055262505,BASF SE,F,0001717557
017438,31/1/05,01,BDGE,108035106,BRIDGE BANCORP INC,0,
017440,31/1/05,01,ITTI,45815H102,INTELLECTUAL TECHNOLOGY INC,0,0000859914
017452,31/1/05,90,DANOY,23636T100,DANONE SA,F,0001048515
017461,31/1/05,01,BRBW,117030106,BRUNSWICK BANCORP,0,0000771614
017467,31/1/05,01,BARK.1,060419108,BANK AKRON/NY,0,
017514,31/1/05,01,PMDP,727634107,PLATEAU MINERAL DEVELOPMENT,0,0000811220
017529,31/1/05,01,BSND,101133106,BOSTON SAND & GRAVEL CO,0,
017534,31/1/05,01,CCNE,126128107,CNB FINANCIAL CORP/PA,0,0000736772
017542,31/1/05,90,CSKKY,126375302,CSK CORP,F,0000800136
017549,31/1/05,02,CSGI,210728101,CONSYGEN INC,0,0000844008
017602,31/1/05,01,BHRB,12135Y108,BURKE HERBERT FINL SRVS CORP,0,0001964333
017607,31/1/05,01,BPAB,121368104,BURKE PARSONS BOWLBY CORP,0,
017616,31/1/05,01,BURCA,122295108,BURNHAM HOLDINGS INC,0,0001022508
017623,31/1/05,02,FCTOA,303039200,FACT CORP,0,0000707674
017640,31/1/05,01,TSFG,837841105,SOUTH FINANCIAL GROUP INC,0,0000797871
017641,31/1/05,01,BKSC,065066102,BANK SOUTH CAROLINA CORP,0,0001007273
017650,31/1/05,01,BKUT,065437105,BANK UTICA/NY,0,
017659,31/1/05,01,CCFN,124880105,MUNCY COLUMBIA FINANCIA CORP,0,0000731122
017678,31/1/05,01,3CNBI.,125915108,CNB BANCORP INC/NY,0,0000839928
017694,31/1/05,01,CRRB.1,14599A931,CARROLLTON BANCORP/MD -OLD,0,
017700,31/1/05,01,CBTC.,12495U100,CBT FINANCIAL CORP,0,0001652275
017713,31/1/05,01,TUFC,899039101,TUFCO INTL INC,0,0000808714
017715,31/1/05,01,CVLY,192025104,CODORUS VALLEY BANCORP,0,0000806279
017723,31/1/05,01,CTPEQ,151172103,CELLULAR TEL ENTERPRISES INC,0,0000862885
017724,31/1/05,01,CNOB,20786W107,CONNECTONE BANCORP INC,0,0000712771
017757,31/1/05,01,ZHYLF,G9893J102,ZHAOHENG HYDROPOWER LTD,0,0000744695
017761,31/1/05,01,CMM.1,226603504,CRIIMI MAE INC,0,0000847322
017762,31/1/05,01,CBCRQ,14056D105,CAPITOL BANCORP LTD,0,0000840264
017780,31/1/05,01,WCBO,952145209,WEST COAST BANCORP/OR,0,0000717059
017789,31/1/05,01,3COBI.,200088102,COMBANC INC,0,0001071010
017795,31/1/05,01,CNAF,202217105,COMMERCIAL NATL FINL CP/PA,0,0000866054
017820,31/1/05,01,DEGA,244781100,DEGA TECHNOLOGY INC,0,0000796337
017827,31/1/05,90,DNPLY,233806306,DAI NIPPON PRINTING CO LTD,F,0001714681
017828,31/1/05,01,MBGAF,D1668R123,MERCEDES BENZ GROUP AG,0,0001067318
017830,31/1/05,90,DWAHY,234062206,DAIWA HOUSE INDUSTRY CO LTD,F,0000931658
017838,31/1/05,01,3BRCUE,109214106,BRIGHTCUBE INC,0,0001086722
017845,31/1/05,01,DMFG,243498102,DECKER MANUFACTURING CORP,0,
017848,31/1/05,01,DWNX,246694103,DELHI BANK CORP,0,0000927719
017861,31/1/05,01,CFFC,20365L100,COMMUNITY FINANCIAL CORP/VA,0,0000850606
017877,31/1/05,01,CHMG,164024101,CHEMUNG FINANCIAL CORP,0,0000763563
017890,31/1/05,01,IKNX,45172K102,IKONICS CORP,0,
017905,31/1/05,01,CWPS,212849103,CONWEST ASSOCIATES LP,0,
017908,31/1/05,01,ALNC,019205103,ALLIANCE FINANCIAL CORP/NY,0,0000796317
017919,31/1/05,01,CWBS,202736104,COMMONWEALTH BANKSHARES INC,0,0000835012
017922,31/1/05,03,AEGG,025636200,AMERICAN ENERGY GROUP LTD,0,0000843212
017932,31/1/05,01,TRDQ,89254P209,TRADEQUEST INTERNATIONAL INC,0,0000029322
017947,31/1/05,90,GFI,38059T106,GOLD FIELDS LTD,F,0001172724
017961,31/1/05,01,TXCS,89151J207,TOTALAXCESS.COM INC,0,0000828956
017982,31/1/05,01,AMTCQ,03073H108,AMERITRANS CAPITAL CORP,0,0001064015
017987,31/1/05,01,ESBK,289660102,ELMIRA SVGS BANK ELMIRA/NY,0,0000877808
018008,31/1/05,01,ENBP,26874L101,ENB FINANCIAL CORP,0,0001437479
018012,31/1/05,01,3ERIF,295242101,ERIE FAMILY LIFE INS CO,0,0000033416
018035,31/1/05,01,EXSR,301227203,EXCHANGE BK SANTA ROSA CALIF,0,
018037,31/1/05,01,CZNC,172922106,CITIZENS & NORTHERN CORP,0,0000810958
018040,31/1/05,01,FRBKQ,760416107,REPUBLIC FIRST BANCORP INC,0,0000834285
018049,31/1/05,01,FNB,302520101,F N B CORP/FL,0,0000037808
018051,31/1/05,01,FNBF,302526108,FNB FINANCIAL SERVICES CORP,0,0000742679
018074,31/1/05,01,DBCOQ,257192104,DOMINION BRIDGE CORP,0,0000854859
018094,31/1/05,01,FMBL,308243104,FARMERS & MERCHANTS BANK/CA,0,
018100,31/1/05,01,LSCP,518081104,LASERSCOPE,0,0000851737
018110,31/1/05,01,FFKT,309562106,FARMERS CAPITAL BANK CORP,0,0000713095
018142,31/1/05,01,CZNS,176000107,CITIZENS NATL BK MEYERSDALE,0,
018152,31/1/05,01,CFIN,174613208,CITIZENS FINANCIAL CORP/KY,0,0000887136
018160,31/1/05,01,LGNC,540601101,LOGAN CLAY PRODUCTS CO,0,
018182,31/1/05,01,FDBC,31609R100,FIDELITY D & D BANCORP INC,0,0001098151
018183,31/1/05,01,FSDK,319567103,FIRST CITIZENS NATIONAL BANK,0,0000838675
018195,31/1/05,01,FBAK,32112J106,FIRST NATIONAL BANK ALASKA,0,0000838874
018221,31/1/05,01,FNIN,317574101,FINANCIAL INDUSTRIES CORP,0,0000035733
018241,31/1/05,01,FCF,319829107,FIRST COMMONWLTH FINL CP/PA,0,0000712537
018247,31/1/05,01,FNBG,302515101,FNB BANCORP CALIF,0,0001163199
018276,31/1/05,01,THFF,320218100,FIRST FINANCIAL CORP,0,0000714562
018277,31/1/05,01,3FTAB,318514106,FIRST AMERICAN BANK/CA,0,0000897740
018301,31/1/05,01,FKYS,320654205,FIRST KEYSTONE CORP,0,0000737875
018307,31/1/05,01,FLIC,320734106,FIRST LONG ISLAND CORP,0,0000740663
018329,31/1/05,01,BUSE,319383204,FIRST BUSEY CORP,0,0000314489
018332,31/1/05,01,FCBN,319460101,FIRST CITIZENS BANCORP INC,0,0000708848
018358,31/1/05,01,FUNC,33741H107,FIRST UNITED CORP,0,0000763907
018361,31/1/05,01,FCEC,31947W100,FIRST CHESTER CNTY CORP,0,0000744126
018364,31/1/05,01,FSCI,337756209,FISHER COMMUNICATIONS INC,0,0001034669
018385,31/1/05,01,FRAF,353525108,FRANKLIN FINANCIAL SVCS CORP,0,0000723646
018390,31/1/05,01,FNBT.1,331657106,FIRST NATL BANK NEWPORT/PA,0,
018401,31/1/05,01,FNBP,30253U104,FNBPA BANCORP INC,0,
018407,31/1/05,01,FNBS,333495109,FIRST NATL BANK SCOTIA NY,0,
018423,31/1/05,01,MDWE,59825P103,MIDWEST BANCSHARES INC/OH,0,0001412844
018434,31/1/05,01,ALRS,01446U103,ALERUS FINANCIAL CORP,0,0000903419
018439,31/1/05,01,FRGBQ,33615C101,FIRST REGIONAL BANCORP,0,0000356708
018442,31/1/05,01,ELMA,289367104,ELMER BANCORP INC,0,
